datetime,totalValueLockedUSD,totalBorrowBalanceUSD,totalDepositBalanceUSD,utilizationRate,borrowerStableRate,borrowerVariableRate,lenderVariableRate,market,dailyDepositUSD,dailyWithdrawUSD,inputTokenPriceUSD,blockNumber
2023-06-05,121595970.8992047058770117,39810838.1742255364415166,121595970.8992047058770117,0.3274026094764783,11.0926774564538235,2.9101014036878992,0.7621821161771653,Aave Ethereum WBTC,661279.1839797914575567,129006.8455452244349952,25918.66482771,17417659
2023-06-04,127470074.3046544345841463,41894750.8949541805687509,127470074.3046544345841463,0.32866342256007014,11.1123180090157233,2.9213245765804133,0.7680723553559458,Aave Ethereum WBTC,10886841.8394630319134646,28896.3904712662925901,27291.77575311,17409774
2023-06-03,115700932.842825245120256,41387836.989306827117568,115700932.842825245120256,0.3577139438065761,11.5642004553987186,3.1795431173706964,0.9098544991697429,Aave Ethereum WBTC,2576108.4748899979681126,81606.909511031712278,27099.3937856,17403549
2023-06-02,114139162.6869670141028,41729480.9645855729056,114139162.6869670141028,0.365601779286142,11.6869266273366523,3.249672358478087,0.9504333393710879,Aave Ethereum WBTC,443655.8317183951070726,92396.2425972503425348,27321.01148,17396303
2023-06-01,112195192.115694291604,30430477.3122968009392,112195192.115694291604,0.2712279977284345,10.2189677300542648,2.4108387028881513,0.5230928926209081,Aave Ethereum WBTC,21611.316407725842798,0,26939.47256,17388874
2023-05-31,113227964.8139668975947,30701399.180648688492,113227964.8139668975947,0.2711467898508197,10.2177191961152115,2.410125254922978,0.5227833369975795,Aave Ethereum WBTC,94946.1662722670765741,528261.0862570617255224,27193.09593,17381973
2023-05-30,116078265.5282593266591504,25798359.3172594454004174,116078265.5282593266591504,0.2222496967873699,9.4571288488381782,1.9755021993361018,0.3512348045623598,Aave Ethereum WBTC,1822525.144854066555835,42456.3326179204399421,27771.24812298,17374803
2023-05-29,114087049.16463187389432,26004939.82918130194056,114087049.16463187389432,0.22793945517562825,9.5456428318430884,2.0260816181960505,0.3694506051232734,Aave Ethereum WBTC,400490.07133407673336,124661.006133827664,27720.103608,17366441
2023-05-28,115300392.8960028303084786,27357472.4175747110690763,115300392.8960028303084786,0.23727128529605493,9.6908091282744494,2.1090337875853996,0.4003221165459135,Aave Ethereum WBTC,923637.7919705337217179,13764.6118261795154623,28082.44581683,17360437
2023-05-27,109077560.39858770092,25877593.58474261972,109077560.39858770092,0.23724030396519277,9.6903361385265959,2.1087635077294834,0.4002195178378399,Aave Ethereum WBTC,2502215.7548754828689572,724594.8707452786100559,26784.758,17353327
