datetime,totalValueLockedUSD,totalBorrowBalanceUSD,totalDepositBalanceUSD,utilizationRate,borrowerStableRate,borrowerVariableRate,lenderVariableRate,market,dailyDepositUSD,dailyWithdrawUSD,inputTokenPriceUSD,blockNumber
2023-07-10,144570879.101189351424,106584556.9922448413088,144570879.101189351424,0.737247761477906,8.686062564745288,3.686062564745288,2.4456703016189899,Aave Ethereum USDT,15895.24107372,0,1.0001064,17666209
2023-07-09,144584447.21853367503384,107188736.5979804175524,144584447.21853367503384,0.7413573082032046,8.7066370617386783,3.7066370617386783,2.4730484953418536,Aave Ethereum USDT,2027110.34474472513536,2027110.34474372475768,1.00037768,17659104
2023-07-08,144542223.9890083599303,106668800.9138715826686,144542223.9890083599303,0.7379767514991548,8.6897620821122457,3.6897620821122457,2.450581960066793,Aave Ethereum USDT,0,2132389.0580601160485,1.0001517,17652134
2023-07-07,146654882.0774900352,106261621.9109178948,146654882.0774900352,0.7245692772421377,8.6227539536043683,3.6227539536043683,2.3623823175040946,Aave Ethereum USDT,20001.59806184496,6151267.72335725096,1.00008,17645288
2023-07-06,152779936.0411015144,107352496.1421305934,152779936.0411015144,0.7026609574784097,8.5132424204423492,3.5132424204423492,2.221717014863211,Aave Ethereum USDT,120066.3261676339872,99712.6567964601312,1.0001,17638187
2023-07-05,152742855.1808663318304,105344163.899066762704,152742855.1808663318304,0.6896830871357374,8.4483787098086807,3.4483787098086807,2.1404368307271207,Aave Ethereum USDT,416997.4473969816576,5891311.261107404042,1.0000544,17630566
2023-07-04,158217059.52105845997,105044872.83752696598,158217059.52105845997,0.6639288655440195,8.3196302922812998,3.3196302922812998,1.9835901499376931,Aave Ethereum USDT,1999.87646,4904157.50802359915358,1.00011,17623609
2023-07-03,163077801.90842996039783,101500363.09734557856548,163077801.90842996039783,0.6224045327416124,8.111907944420181,3.111907944420181,1.7431147898181786,Aave Ethereum USDT,56056.77873487785048,1592023.39403615750908,0.99993823,17616827
2023-07-02,164616242.011139,99313844.820192,164616242.011139,0.6033052608106056,8.0164318102264813,3.0164318102264813,1.6377949558343173,Aave Ethereum USDT,14314.331073,207457.0149999616,1,17609564
2023-07-01,164769039.1747710628,98518375.144367816,164769039.1747710628,0.5979180047282369,7.9895113897658047,2.9895113897658047,1.6086921029171052,Aave Ethereum USDT,6872520.00541741336768,6952518.20347505337608,0.9998,17602359
2023-06-30,164851213.95273017106164,97468825.65511913453004,164851213.95273017106164,0.5912533084716475,7.9562029753481497,2.9562029753481497,1.5730444856623055,Aave Ethereum USDT,35423330.26631753580524,7074156.4760016578929,0.99985628,17595336
